Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
SANTA FE,General López,Firmat,FIBRA OPTICA,,3774.0
SANTA FE,General López,Firmat,WIRELESS,,2.0
SANTA FE,General López,Hughes,FIBRA OPTICA,,1423.0
SANTA FE,General López,Hughes,WIRELESS,,6.0
SANTA FE,General López,La Chispa,WIRELESS,,71.0
SANTA FE,General López,Labordeboy,ADSL,,217.0
SANTA FE,General López,Maggiolo,ADSL,,78.0
SANTA FE,General López,Maggiolo,Otros,,1.0
SANTA FE,General López,Maggiolo,WIRELESS,,50.0
SANTA FE,General López,María Teresa,ADSL,,10.0
SANTA FE,General López,María Teresa,CABLEMODEM,,1042.0
SANTA FE,General López,María Teresa,FIBRA OPTICA,,50.0
SANTA FE,General López,María Teresa,Otros,,1.0
SANTA FE,General López,María Teresa,WIRELESS,,30.0
SANTA FE,General López,Melincué (Est. San Urbano),WIRELESS,,203.0
SANTA FE,General López,Miguel Torres,CABLEMODEM,,1.0
SANTA FE,General López,Murphy,FIBRA OPTICA,,717.0
SANTA FE,General López,Rufino,ADSL,,280.0
SANTA FE,General López,Rufino,CABLEMODEM,,13.0
SANTA FE,General López,Rufino,FIBRA OPTICA,,7318.0
SANTA FE,General López,San Eduardo,ADSL,,134.0
SANTA FE,General López,San Eduardo,FIBRA OPTICA,,196.0
SANTA FE,General López,San Francisco de Santa Fe,FIBRA OPTICA,,45.0
SANTA FE,General López,San Francisco de Santa Fe,SATELITAL,,1.0
SANTA FE,General López,San Gregorio,ADSL,,43.0
SANTA FE,General López,San Gregorio,FIBRA OPTICA,,1013.0
SANTA FE,General López,San Gregorio,WIRELESS,,118.0
SANTA FE,General López,Sancti Spiritu,ADSL,,185.0
SANTA FE,General López,Sancti Spiritu,FIBRA OPTICA,,382.0
SANTA FE,General López,Sancti Spiritu,SATELITAL,,1.0
SANTA FE,General López,Sancti Spiritu,WIRELESS,,564.0
SANTA FE,General López,Santa Isabel,ADSL,,97.0
SANTA FE,General López,Santa Isabel,FIBRA OPTICA,,1336.0
SANTA FE,General López,Santa Isabel,SATELITAL,,1.0
SANTA FE,General López,Teodelina,CABLEMODEM,,935.0
SANTA FE,General López,Teodelina,WIRELESS,,167.0
SANTA FE,General López,Venado Tuerto,ADSL,,770.0
SANTA FE,General López,Venado Tuerto,CABLEMODEM,,22998.0
SANTA FE,General López,Venado Tuerto,FIBRA OPTICA,,1732.0
SANTA FE,General López,Venado Tuerto,Otros,,380.0
SANTA FE,General López,Venado Tuerto,WIRELESS,,5.0
SANTA FE,General López,Villa Cañás,ADSL,,291.0
SANTA FE,General López,Villa Cañás,CABLEMODEM,,1195.0
SANTA FE,General López,Villa Cañás,FIBRA OPTICA,,1365.0
SANTA FE,General López,Villa Cañás,Otros,,4.0
SANTA FE,General López,Villa Cañás,WIRELESS,,124.0
SANTA FE,General López,Wheelwright,CABLEMODEM,,1433.0
SANTA FE,General López,Wheelwright,FIBRA OPTICA,,1.0
SANTA FE,General López,Wheelwright,SATELITAL,,1.0
SANTA FE,General López,Wheelwright,WIRELESS,,11.0
SANTA FE,General Obligado,Arroyo Ceibal,WIRELESS,,108.0
SANTA FE,General Obligado,Avellaneda (Est. Ewald),ADSL,,2.0
SANTA FE,General Obligado,Avellaneda (Est. Ewald),CABLEMODEM,,3.0
SANTA FE,General Obligado,Avellaneda (Est. Ewald),FIBRA OPTICA,,4012.0
SANTA FE,General Obligado,Avellaneda (Est. Ewald),Otros,,750.0
SANTA FE,General Obligado,Avellaneda (Est. Ewald),WIRELESS,,1141.0
SANTA FE,General Obligado,Berna,Otros,,10.0
SANTA FE,General Obligado,Berna,WIRELESS,,48.0
SANTA FE,General Obligado,El Araza,WIRELESS,,126.0
SANTA FE,General Obligado,El Rabón,CABLEMODEM,,65.0
SANTA FE,General Obligado,El Rabón,SATELITAL,,1.0
SANTA FE,General Obligado,El Rabón,WIRELESS,,116.0
SANTA FE,General Obligado,Florencia,ADSL,,239.0
SANTA FE,General Obligado,Florencia,CABLEMODEM,,136.0
SANTA FE,General Obligado,Florencia,SATELITAL,,1.0
SANTA FE,General Obligado,Florencia,WIRELESS,,184.0
SANTA FE,General Obligado,Guadalupe Norte,ADSL,,70.0
SANTA FE,General Obligado,Ingeniero Chanourdie,SATELITAL,,1.0
SANTA FE,General Obligado,Ingeniero Chanourdie,WIRELESS,,85.0
SANTA FE,General Obligado,La Isleta,SATELITAL,,1.0
SANTA FE,General Obligado,La Sarita,WIRELESS,,85.0
SANTA FE,General Obligado,Lanteri,WIRELESS,,300.0
SANTA FE,General Obligado,Las Garzas,ADSL,,73.0
SANTA FE,General Obligado,Las Toscas,ADSL,,455.0
SANTA FE,General Obligado,Las Toscas,CABLEMODEM,,1045.0
SANTA FE,General Obligado,Las Toscas,FIBRA OPTICA,,255.0
SANTA FE,General Obligado,Las Toscas,SATELITAL,,1.0
SANTA FE,General Obligado,Las Toscas,WIRELESS,,521.0
SANTA FE,General Obligado,Los Laureles,Otros,,20.0
SANTA FE,General Obligado,Malabrigo,ADSL,,602.0
SANTA FE,General Obligado,Malabrigo,CABLEMODEM,,924.0
SANTA FE,General Obligado,Malabrigo,Otros,,160.0
SANTA FE,General Obligado,Malabrigo,WIRELESS,,91.0
SANTA FE,General Obligado,Paraje San Manuel,SATELITAL,,1.0
SANTA FE,General Obligado,Reconquista,ADSL,,393.0
SANTA FE,General Obligado,Reconquista,CABLEMODEM,,13890.0
SANTA FE,General Obligado,Reconquista,DIAL UP,,1.0
SANTA FE,General Obligado,Reconquista,FIBRA OPTICA,,8505.0
SANTA FE,General Obligado,Reconquista,Otros,,800.0
SANTA FE,General Obligado,Reconquista,SATELITAL,,2.0
SANTA FE,General Obligado,Reconquista,WIRELESS,,2839.0
SANTA FE,General Obligado,San Antonio de Obligado,ADSL,,122.0
SANTA FE,General Obligado,San Antonio de Obligado,CABLEMODEM,,132.0
SANTA FE,General Obligado,San Antonio de Obligado,SATELITAL,,6.0
SANTA FE,General Obligado,San Antonio de Obligado,WIRELESS,,5.0
SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),ADSL,,92.0
SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),CABLEMODEM,,115.0
SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),WIRELESS,,3.0
SANTA FE,General Obligado,Villa Ana,SATELITAL,,1.0
SANTA FE,General Obligado,Villa Guillermina,ADSL,,163.0
SANTA FE,General Obligado,Villa Guillermina,CABLEMODEM,,173.0
SANTA FE,General Obligado,Villa Guillermina,SATELITAL,,1.0
SANTA FE,General Obligado,Villa Guillermina,WIRELESS,,123.0
SANTA FE,General Obligado,Villa Ocampo,ADSL,,2009.0
SANTA FE,General Obligado,Villa Ocampo,CABLEMODEM,,1807.0
SANTA FE,General Obligado,Villa Ocampo,SATELITAL,,1.0
SANTA FE,Iriondo,Barrio Cicarelli,WIRELESS,,9.0
SANTA FE,Iriondo,Bustinza,ADSL,,287.0
SANTA FE,Iriondo,Bustinza,FIBRA OPTICA,,6.0
SANTA FE,Iriondo,Bustinza,WIRELESS,,90.0
SANTA FE,Iriondo,Cañada de Gómez,ADSL,,1103.0
SANTA FE,Iriondo,Cañada de Gómez,CABLEMODEM,,7885.0
SANTA FE,Iriondo,Cañada de Gómez,FIBRA OPTICA,,342.0
SANTA FE,Iriondo,Cañada de Gómez,WIRELESS,,411.0
SANTA FE,Iriondo,Carrizales (Est. Clarke),ADSL,,274.0
SANTA FE,Iriondo,Carrizales (Est. Clarke),CABLEMODEM,,17.0
SANTA FE,Iriondo,Carrizales (Est. Clarke),FIBRA OPTICA,,1.0
SANTA FE,Iriondo,Classon,FIBRA OPTICA,,147.0
SANTA FE,Iriondo,Classon,WIRELESS,,21.0
SANTA FE,Iriondo,Colonia Médici,WIRELESS,,12.0
SANTA FE,Iriondo,Correa,ADSL,,74.0
SANTA FE,Iriondo,Correa,CABLEMODEM,,991.0
SANTA FE,Iriondo,Correa,FIBRA OPTICA,,722.0
SANTA FE,Iriondo,Correa,WIRELESS,,35.0
SANTA FE,Iriondo,Larguía,WIRELESS,,7.0
SANTA FE,Iriondo,Lucio V. López,CABLEMODEM,,5.0
SANTA FE,Iriondo,Lucio V. López,WIRELESS,,31.0
SANTA FE,Iriondo,Oliveros,ADSL,,2000.0
SANTA FE,Iriondo,Oliveros,FIBRA OPTICA,,1360.0
SANTA FE,Iriondo,Pueblo Andino,CABLEMODEM,,853.0
SANTA FE,Iriondo,Pueblo Andino,WIRELESS,,414.0
SANTA FE,Iriondo,Salto Grande,ADSL,,493.0
SANTA FE,Iriondo,Salto Grande,WIRELESS,,89.0
SANTA FE,Iriondo,Serodino,ADSL,,171.0
SANTA FE,Iriondo,Serodino,FIBRA OPTICA,,12.0
SANTA FE,Iriondo,Serodino,WIRELESS,,112.0
SANTA FE,Iriondo,Totoras,ADSL,,245.0
SANTA FE,Iriondo,Totoras,FIBRA OPTICA,,920.0
SANTA FE,Iriondo,Totoras,SATELITAL,,1.0
SANTA FE,Iriondo,Totoras,WIRELESS,,131.0
SANTA FE,Iriondo,Villa Eloísa,ADSL,,563.0
SANTA FE,Iriondo,Villa Eloísa,FIBRA OPTICA,,457.0
SANTA FE,Iriondo,Villa Eloísa,Otros,,8.0
SANTA FE,Iriondo,Villa Eloísa,WIRELESS,,81.0
SANTA FE,Iriondo,Villa La Rivera (Oliveros),WIRELESS,,37.0
SANTA FE,Iriondo,Villa La Rivera (Pueblo Andino),SATELITAL,,1.0
SANTA FE,Iriondo,Villa La Rivera (Pueblo Andino),WIRELESS,,26.0
SANTA FE,La Capital,Angel Gallardo,WIRELESS,,23.0
SANTA FE,La Capital,Arroyo Aguiar,ADSL,,91.0
SANTA FE,La Capital,Arroyo Aguiar,WIRELESS,,38.0
SANTA FE,La Capital,Arroyo Leyes,CABLEMODEM,,1115.0
SANTA FE,La Capital,Arroyo Leyes,FIBRA OPTICA,,88.0
SANTA FE,La Capital,Arroyo Leyes,WIRELESS,,106.0
SANTA FE,La Capital,Cabal,WIRELESS,,14.0
SANTA FE,La Capital,Candioti,FIBRA OPTICA,,287.0
SANTA FE,La Capital,Candioti,WIRELESS,,1.0
SANTA FE,La Capital,Emilia,ADSL,,91.0
SANTA FE,La Capital,Emilia,FIBRA OPTICA,,166.0
SANTA FE,La Capital,Emilia,WIRELESS,,2.0
SANTA FE,La Capital,Laguna Paiva,ADSL,,367.0
SANTA FE,La Capital,Laguna Paiva,WIRELESS,,64.0
SANTA FE,La Capital,Llambi Campbell,ADSL,,111.0
SANTA FE,La Capital,Llambi Campbell,Otros,,73.0
SANTA FE,La Capital,Llambi Campbell,WIRELESS,,158.0
SANTA FE,La Capital,Monte Vera,ADSL,,181.0
SANTA FE,La Capital,Monte Vera,SATELITAL,,3.0
SANTA FE,La Capital,Nelson,ADSL,,256.0
SANTA FE,La Capital,Nelson,FIBRA OPTICA,,1.0
SANTA FE,La Capital,Nelson,Otros,,3.0
SANTA FE,La Capital,Nelson,WIRELESS,,35.0
SANTA FE,La Capital,Recreo,ADSL,,775.0
SANTA FE,La Capital,Recreo,CABLEMODEM,,40.0
SANTA FE,La Capital,Recreo,FIBRA OPTICA,,1860.0
SANTA FE,La Capital,Recreo,WIRELESS,,278.0
SANTA FE,La Capital,San José del Rincón,ADSL,,749.0
SANTA FE,La Capital,San José del Rincón,CABLEMODEM,,2329.0
SANTA FE,La Capital,San José del Rincón,FIBRA OPTICA,,498.0
SANTA FE,La Capital,San José del Rincón,SATELITAL,,1.0
SANTA FE,La Capital,Santa Fe,ADSL,,8973.0
SANTA FE,La Capital,Santa Fe,CABLEMODEM,,62913.0
SANTA FE,La Capital,Santa Fe,DIAL UP,,31.0
SANTA FE,La Capital,Santa Fe,FIBRA OPTICA,,57056.0
SANTA FE,La Capital,Santa Fe,Otros,,1490.0
SANTA FE,La Capital,Santa Fe,SATELITAL,,11.0
SANTA FE,La Capital,Santa Fe,WIRELESS,,107.0
SANTA FE,La Capital,Santo Tomé,ADSL,,13.0
SANTA FE,La Capital,Santo Tomé,CABLEMODEM,,21.0
SANTA FE,La Capital,Santo Tomé,FIBRA OPTICA,,1655.0
SANTA FE,La Capital,Santo Tomé,Otros,,11.0
SANTA FE,La Capital,Santo Tomé,WIRELESS,,669.0
SANTA FE,La Capital,Sauce Viejo,ADSL,,524.0
SANTA FE,La Capital,Sauce Viejo,FIBRA OPTICA,,293.0
SANTA FE,La Capital,Sauce Viejo,WIRELESS,,64.0
SANTA FE,Las Colonias,Cavour,WIRELESS,,3.0
SANTA FE,Las Colonias,Cululú,WIRELESS,,24.0
SANTA FE,Las Colonias,Elisa,FIBRA OPTICA,,252.0
SANTA FE,Las Colonias,Empalme San Carlos,WIRELESS,,13.0
SANTA FE,Las Colonias,Esperanza,ADSL,,830.0
SANTA FE,Las Colonias,Esperanza,CABLEMODEM,,7858.0
SANTA FE,Las Colonias,Esperanza,FIBRA OPTICA,,241.0
SANTA FE,Las Colonias,Esperanza,SATELITAL,,3.0
SANTA FE,Las Colonias,Esperanza,WIRELESS,,422.0
SANTA FE,Las Colonias,Felicia,WIRELESS,,433.0
SANTA FE,Las Colonias,Franck,ADSL,,127.0
SANTA FE,Las Colonias,Franck,FIBRA OPTICA,,1386.0
SANTA FE,Las Colonias,Franck,WIRELESS,,101.0
SANTA FE,Las Colonias,Grutly,ADSL,,93.0
SANTA FE,Las Colonias,Grutly,WIRELESS,,21.0
SANTA FE,Las Colonias,Hipatia,WIRELESS,,53.0
SANTA FE,Las Colonias,Humboldt,ADSL,,200.0
SANTA FE,Las Colonias,Humboldt,FIBRA OPTICA,,24.0
SANTA FE,Las Colonias,Humboldt,Otros,,2.0
SANTA FE,Las Colonias,Humboldt,WIRELESS,,195.0
SANTA FE,Las Colonias,La Pelada,FIBRA OPTICA,,106.0
SANTA FE,Las Colonias,La Pelada,WIRELESS,,96.0
SANTA FE,Las Colonias,Las Tunas,ADSL,,3.0
SANTA FE,Las Colonias,Las Tunas,FIBRA OPTICA,,108.0
SANTA FE,Las Colonias,Las Tunas,SATELITAL,,1.0
SANTA FE,Las Colonias,María Luisa,WIRELESS,,167.0
SANTA FE,Las Colonias,Matilde,ADSL,,85.0
SANTA FE,Las Colonias,Matilde,WIRELESS,,68.0
SANTA FE,Las Colonias,Nuevo Torino,ADSL,,78.0
SANTA FE,Las Colonias,Nuevo Torino,Otros,,72.0
SANTA FE,Las Colonias,Nuevo Torino,WIRELESS,,5.0
SANTA FE,Las Colonias,OTROS,WIRELESS,Sin Datos,16.0
SANTA FE,Las Colonias,Pilar,ADSL,,112.0
SANTA FE,Las Colonias,Pilar,FIBRA OPTICA,,10.0
SANTA FE,Las Colonias,Pilar,WIRELESS,,2.0
SANTA FE,Las Colonias,Progreso,WIRELESS,,617.0
SANTA FE,Las Colonias,Providencia,WIRELESS,,136.0
SANTA FE,Las Colonias,Sa Pereyra,ADSL,,54.0
SANTA FE,Las Colonias,Sa Pereyra,WIRELESS,,3.0
SANTA FE,Las Colonias,San Agustín,WIRELESS,,83.0
SANTA FE,Las Colonias,San Carlos Centro,ADSL,,255.0
SANTA FE,Las Colonias,San Carlos Centro,CABLEMODEM,,3997.0
SANTA FE,Las Colonias,San Carlos Centro,FIBRA OPTICA,,9.0
SANTA FE,Las Colonias,San Carlos Centro,WIRELESS,,33.0
SANTA FE,Las Colonias,San Carlos Norte,CABLEMODEM,,269.0
SANTA FE,Las Colonias,San Carlos Norte,FIBRA OPTICA,,1.0
SANTA FE,Las Colonias,San Carlos Norte,WIRELESS,,142.0
SANTA FE,Las Colonias,San Carlos Sud,ADSL,,30.0
SANTA FE,Las Colonias,San Carlos Sud,CABLEMODEM,,663.0
SANTA FE,Las Colonias,San Carlos Sud,FIBRA OPTICA,,2.0
SANTA FE,Las Colonias,San Carlos Sud,WIRELESS,,6.0
SANTA FE,Las Colonias,San Jerónimo del Sauce,FIBRA OPTICA,,119.0
SANTA FE,Las Colonias,San Jerónimo del Sauce,WIRELESS,,0.0
SANTA FE,Las Colonias,San Jerónimo Norte,ADSL,,114.0
SANTA FE,Las Colonias,San Jerónimo Norte,FIBRA OPTICA,,1622.0
SANTA FE,Las Colonias,San Jerónimo Norte,WIRELESS,,261.0
SANTA FE,Las Colonias,Santa Clara de Buena Vista,CABLEMODEM,,758.0
SANTA FE,Las Colonias,Santo Domingo,WIRELESS,,270.0
SANTA FE,Las Colonias,Sarmiento,ADSL,,135.0
SANTA FE,Las Colonias,SARMIENTO,Otros,,130.0
SANTA FE,Las Colonias,Sarmiento,WIRELESS,,159.0
SANTA FE,OTROS,Otros,Otros,Sin Datos,2581.0
SANTA FE,Rosario,Acebal,ADSL,,16.0
SANTA FE,Rosario,Acebal,CABLEMODEM,,989.0
SANTA FE,Rosario,Acebal,FIBRA OPTICA,,720.0
SANTA FE,Rosario,Acebal,WIRELESS,,140.0
SANTA FE,Rosario,Albarellos,WIRELESS,,20.0
SANTA FE,Rosario,Álvarez,ADSL,,3.0
SANTA FE,Rosario,Álvarez,CABLEMODEM,,1393.0
SANTA FE,Rosario,Álvarez,FIBRA OPTICA,,2.0
SANTA FE,Rosario,Álvarez,Otros,,134.0
SANTA FE,Rosario,Alvear,ADSL,,0.0
SANTA FE,Rosario,Alvear,CABLEMODEM,,3283.0
SANTA FE,Rosario,Alvear,FIBRA OPTICA,,1385.0
SANTA FE,Rosario,Alvear,WIRELESS,,20.0
SANTA FE,Rosario,Arminda,CABLEMODEM,,86.0
SANTA FE,Rosario,Arminda,Otros,,40.0
SANTA FE,Rosario,Arroyo Seco,ADSL,,459.0
SANTA FE,Rosario,Arroyo Seco,CABLEMODEM,,4012.0
SANTA FE,Rosario,Arroyo Seco,FIBRA OPTICA,,1559.0
SANTA FE,Rosario,Arroyo Seco,WIRELESS,,14.0
SANTA FE,Rosario,Carmen del Sauce,FIBRA OPTICA,,208.0
SANTA FE,Rosario,Carmen del Sauce,WIRELESS,,22.0
SANTA FE,Rosario,Coronel Bogado,ADSL,,415.0
SANTA FE,Rosario,Coronel Bogado,FIBRA OPTICA,,178.0
SANTA FE,Rosario,Coronel Rodolfo S. Domínguez,CABLEMODEM,,318.0
SANTA FE,Rosario,Cuatro Esquinas,FIBRA OPTICA,,61.0
SANTA FE,Rosario,El Caramelo,ADSL,,71.0
SANTA FE,Rosario,El Caramelo,FIBRA OPTICA,,609.0
SANTA FE,Rosario,Fighiera,ADSL,,160.0
SANTA FE,Rosario,Fighiera,WIRELESS,,258.0
SANTA FE,Rosario,Funes,ADSL,,1970.0
SANTA FE,Rosario,Funes,CABLEMODEM,,6183.0
SANTA FE,Rosario,Funes,DIAL UP,,1.0
SANTA FE,Rosario,Funes,FIBRA OPTICA,,6928.0
SANTA FE,Rosario,Funes,SATELITAL,,1.0
SANTA FE,Rosario,Funes,WIRELESS,,240.0
SANTA FE,Rosario,General Lagos,ADSL,,400.0
SANTA FE,Rosario,General Lagos,FIBRA OPTICA,,1.0
SANTA FE,Rosario,General Lagos,Otros,,1.0
SANTA FE,Rosario,General Lagos,WIRELESS,,141.0
SANTA FE,Rosario,Granadero Baigorria,CABLEMODEM,,3169.0
SANTA FE,Rosario,Granadero Baigorria,FIBRA OPTICA,,1202.0
SANTA FE,Rosario,Granadero Baigorria,Otros,,2.0
SANTA FE,Rosario,Granadero Baigorria,WIRELESS,,676.0
SANTA FE,Rosario,Ibarlucea,CABLEMODEM,,785.0
SANTA FE,Rosario,Ibarlucea,FIBRA OPTICA,,982.0
SANTA FE,Rosario,Ibarlucea,WIRELESS,,412.0
SANTA FE,Rosario,Kilómetro 101,SATELITAL,,1.0
SANTA FE,Rosario,Pérez,ADSL,,331.0
SANTA FE,Rosario,Pérez,FIBRA OPTICA,,115.0
SANTA FE,Rosario,Pérez,SATELITAL,,4.0
SANTA FE,Rosario,Pérez,WIRELESS,,6.0
SANTA FE,Rosario,Piñero (Est. Erasto),CABLEMODEM,,181.0
SANTA FE,Rosario,Piñero (Est. Erasto),FIBRA OPTICA,,1.0
SANTA FE,Rosario,Piñero (Est. Erasto),Otros,,55.0
SANTA FE,Rosario,Pueblo Esther,ADSL,,2686.0
SANTA FE,Rosario,Pueblo Esther,FIBRA OPTICA,,1.0
SANTA FE,Rosario,Pueblo Esther,SATELITAL,,1.0
SANTA FE,Rosario,Pueblo Muñoz (Est. Bernard),CABLEMODEM,,118.0
SANTA FE,Rosario,Pueblo Muñoz (Est. Bernard),Otros,,54.0
SANTA FE,Rosario,Pueblo Uranga,ADSL,,10.0
SANTA FE,Rosario,Pueblo Uranga,FIBRA OPTICA,,203.0
SANTA FE,Rosario,Pueblo Uranga,WIRELESS,,52.0
SANTA FE,Rosario,Puerto Arroyo Seco,Otros,,25.0
SANTA FE,Rosario,Rosario,ADSL,,7266.0
SANTA FE,Rosario,Rosario,CABLEMODEM,,160220.0
SANTA FE,Rosario,Rosario,DIAL UP,,71.0
SANTA FE,Rosario,Rosario,FIBRA OPTICA,,195516.0
SANTA FE,Rosario,Rosario,OTROS,,152.0
SANTA FE,Rosario,Rosario,SATELITAL,,2.0
SANTA FE,Rosario,Rosario,WIRELESS,,5218.0
SANTA FE,Rosario,Soldini,ADSL,,45.0
SANTA FE,Rosario,Soldini,CABLEMODEM,,780.0
SANTA FE,Rosario,Soldini,Otros,,86.0
SANTA FE,Rosario,Villa Amelia,ADSL,,172.0
SANTA FE,Rosario,Villa Amelia,CABLEMODEM,,109.0
SANTA FE,Rosario,Villa Amelia,FIBRA OPTICA,,2.0
SANTA FE,Rosario,Villa Amelia,WIRELESS,,2.0
SANTA FE,Rosario,Villa del Plata,FIBRA OPTICA,,290.0
SANTA FE,Rosario,Villa del Plata,Otros,,101.0
SANTA FE,Rosario,Villa Gobernador Gálvez,ADSL,,9067.0
SANTA FE,Rosario,Villa Gobernador Gálvez,CABLEMODEM,,17.0
SANTA FE,Rosario,Villa Gobernador Gálvez,FIBRA OPTICA,,9.0
SANTA FE,Rosario,Villa Gobernador Gálvez,WIRELESS,,39.0
SANTA FE,Rosario,Zavalla,ADSL,,124.0
SANTA FE,Rosario,Zavalla,CABLEMODEM,,1.0
SANTA FE,San Cristóbal,Aguará Grande,SATELITAL,,1.0
SANTA FE,San Cristóbal,Aguará Grande,WIRELESS,,2.0
SANTA FE,San Cristóbal,Ambrosetti,SATELITAL,,1.0
SANTA FE,San Cristóbal,Ambrosetti,WIRELESS,,84.0
SANTA FE,San Cristóbal,Arrufo,ADSL,,140.0
SANTA FE,San Cristóbal,Arrufo,CABLEMODEM,,166.0
SANTA FE,San Cristóbal,Arrufo,FIBRA OPTICA,,137.0
SANTA FE,San Cristóbal,Balneario La Verde,SATELITAL,,1.0
SANTA FE,San Cristóbal,Capivara,SATELITAL,,1.0
SANTA FE,San Cristóbal,Ceres,ADSL,,672.0
SANTA FE,San Cristóbal,Ceres,CABLEMODEM,,1939.0
SANTA FE,San Cristóbal,Ceres,WIRELESS,,610.0
SANTA FE,San Cristóbal,Colonia Ana,WIRELESS,,6.0
SANTA FE,San Cristóbal,Colonia Bossi,ADSL,,56.0
SANTA FE,San Cristóbal,Colonia Bossi,FIBRA OPTICA,,78.0
SANTA FE,San Cristóbal,Colonia Bossi,WIRELESS,,111.0
SANTA FE,San Cristóbal,Colonia Rosa,WIRELESS,,12.0
SANTA FE,San Cristóbal,Curupaity,WIRELESS,,15.0
SANTA FE,San Cristóbal,Hersilia,CABLEMODEM,,210.0
SANTA FE,San Cristóbal,Hersilia,FIBRA OPTICA,,34.0
SANTA FE,San Cristóbal,Hersilia,WIRELESS,,370.0
SANTA FE,San Cristóbal,Huanqueros,WIRELESS,,33.0
SANTA FE,San Cristóbal,La Cabral,Otros,,1.0
SANTA FE,San Cristóbal,La Cabral,SATELITAL,,1.0
SANTA FE,San Cristóbal,La Cabral,WIRELESS,,2.0
SANTA FE,San Cristóbal,La Rubia,CABLEMODEM,,31.0
SANTA FE,San Cristóbal,La Rubia,WIRELESS,,12.0
SANTA FE,San Cristóbal,Las Palmeras,WIRELESS,,97.0
SANTA FE,San Cristóbal,Moisés Ville,ADSL,,86.0
SANTA FE,San Cristóbal,Moisés Ville,CABLEMODEM,,352.0
SANTA FE,San Cristóbal,Moisés Ville,FIBRA OPTICA,,240.0
SANTA FE,San Cristóbal,Moisés Ville,WIRELESS,,1.0
SANTA FE,San Cristóbal,Monigotes,FIBRA OPTICA,,48.0
SANTA FE,San Cristóbal,Monigotes,WIRELESS,,12.0
SANTA FE,San Cristóbal,Ñanducita,WIRELESS,,37.0
SANTA FE,San Cristóbal,OTROS,WIRELESS,Sin Datos,8.0
SANTA FE,San Cristóbal,Palacios,ADSL,,2.0
SANTA FE,San Cristóbal,Palacios,FIBRA OPTICA,,36.0
SANTA FE,San Cristóbal,Palacios,WIRELESS,,39.0
SANTA FE,San Cristóbal,San Cristóbal,ADSL,,511.0
SANTA FE,San Cristóbal,San Cristóbal,CABLEMODEM,,815.0
SANTA FE,San Cristóbal,San Cristóbal,FIBRA OPTICA,,1547.0
SANTA FE,San Cristóbal,San Cristóbal,SATELITAL,,1.0
SANTA FE,San Cristóbal,San Cristóbal,WIRELESS,,458.0
SANTA FE,San Cristóbal,San Guillermo,ADSL,,887.0
SANTA FE,San Cristóbal,San Guillermo,CABLEMODEM,,1478.0
SANTA FE,San Cristóbal,San Guillermo,FIBRA OPTICA,,224.0
SANTA FE,San Cristóbal,San Guillermo,WIRELESS,,248.0
SANTA FE,San Cristóbal,Santurce,WIRELESS,,34.0
SANTA FE,San Cristóbal,Soledad,WIRELESS,,201.0
SANTA FE,San Cristóbal,Suardi,FIBRA OPTICA,,1560.0
SANTA FE,San Cristóbal,Villa Saralegui,Otros,,3.0
SANTA FE,San Cristóbal,Villa Saralegui,WIRELESS,,52.0
SANTA FE,San Javier,Alejandra,SATELITAL,,1.0
SANTA FE,San Javier,Alejandra,WIRELESS,,453.0
SANTA FE,San Javier,Cacique Ariacaiquín,WIRELESS,,56.0
SANTA FE,San Javier,Colonia Durán,SATELITAL,,1.0
SANTA FE,San Javier,La Brava,WIRELESS,,20.0
SANTA FE,San Javier,Romang,CABLEMODEM,,801.0
SANTA FE,San Javier,Romang,FIBRA OPTICA,,2.0
SANTA FE,San Javier,Romang,Otros,,195.0
SANTA FE,San Javier,Romang,WIRELESS,,369.0
SANTA FE,San Javier,San Javier,CABLEMODEM,,826.0
SANTA FE,San Javier,San Javier,FIBRA OPTICA,,96.0
SANTA FE,San Javier,San Javier,WIRELESS,,194.0
SANTA FE,San Jerónimo,Arocena,CABLEMODEM,,202.0
SANTA FE,San Jerónimo,Arocena,Otros,,400.0
SANTA FE,San Jerónimo,Barrancas,ADSL,,1356.0
SANTA FE,San Jerónimo,Barrio Caima,WIRELESS,,23.0
SANTA FE,San Jerónimo,Bernardo de Irigoyen (Est. Irigoyen),FIBRA OPTICA,,262.0
SANTA FE,San Jerónimo,Centeno,ADSL,,810.0
SANTA FE,San Jerónimo,Centeno,FIBRA OPTICA,,94.0
SANTA FE,San Jerónimo,Coronda,ADSL,,388.0
SANTA FE,San Jerónimo,Coronda,CABLEMODEM,,0.0
SANTA FE,San Jerónimo,Coronda,FIBRA OPTICA,,3563.0
SANTA FE,San Jerónimo,Coronda,Otros,,215.0
SANTA FE,San Jerónimo,Coronda,WIRELESS,,675.0
SANTA FE,San Jerónimo,Desvío Arijón,ADSL,,123.0
SANTA FE,San Jerónimo,Desvío Arijón,WIRELESS,,40.0
SANTA FE,San Jerónimo,Díaz,ADSL,,185.0
SANTA FE,San Jerónimo,Díaz,FIBRA OPTICA,,313.0
SANTA FE,San Jerónimo,Díaz,WIRELESS,,19.0
SANTA FE,San Jerónimo,Gaboto,Otros,,201.0
